agent,epsilon,trial,config,payoff,best_payoff_so_far,search_distance,round_type,success,reasoning
A_myopic_local_search,,14,"(1, 0, 1, 1, 0, 0, 0, 1, 1, 1)",0.4575667668273156,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,15,"(1, 0, 1, 1, 0, 0, 0, 0, 1, 0)",0.5304614023663675,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,16,"(1, 0, 1, 1, 1, 0, 0, 0, 1, 1)",0.44728629628698774,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,17,"(0, 0, 1, 1, 0, 0, 0, 0, 1, 1)",0.6628059669757362,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,18,"(1, 0, 0, 1, 0, 0, 0, 0, 1, 1)",0.5169701986593127,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,19,"(1, 0, 1, 1, 0, 0, 1, 0, 1, 1)",0.39786910606778203,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,20,"(1, 0, 1, 1, 0, 1, 0, 0, 1, 1)",0.5622534428244135,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,21,"(1, 0, 1, 1, 1, 0, 0, 0, 1, 1)",0.44728629628698774,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,22,"(1, 0, 0, 1, 0, 0, 0, 0, 1, 1)",0.5169701986593127,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,23,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 1)",0.535345761235711,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
A_myopic_local_search,,24,"(1, 0, 1, 1, 0, 1, 0, 0, 1, 1)",0.5622534428244135,0.6822697444295913,1.0,myopic_local_move,False,"N/A -- hardcoded myopic local search (Billinger et al. 2014's p=0 baseline): no Claude API call, no memory beyond the current best-known configuration."
